2018-06-02,165032
2018-06-03,165563
2018-06-04,165796
2018-06-05,166541
2018-06-06,167610
2018-06-07,167999
2018-06-08,168676
2018-06-09,169286
2018-06-10,169603
2018-06-11,170124
2018-06-12,170745
2018-06-13,171372
2018-06-14,171996
2018-06-15,172494
2018-06-17,173247
2018-06-18,173498
2018-06-19,173858
2018-06-20,174763
2018-06-21,174976
2018-06-22,175540
2018-06-23,176066
2018-06-24,176304
2018-06-25,176681
2018-06-26,177276
2018-06-27,177925
2018-06-28,178479
2018-06-29,179354
2018-06-30,179849
2018-07-01,180181
2018-07-02,180501
2018-07-03,181343
2018-07-04,181673
2018-07-05,182216
2018-07-06,182822
2018-07-07,183313
2018-07-08,183631
2018-07-09,184234
2018-07-10,184541
2018-07-11,185159
2018-07-12,185722
2018-07-13,186382
2018-07-14,186883
2018-07-15,187212
2018-07-16,187603
2018-07-17,188263
2018-07-18,189063
2018-07-19,189290
2018-07-20,189896
2018-07-22,190882
2018-07-23,191115
2018-07-24,191659
2018-07-25,192280
2018-07-26,193107
2018-07-27,193327
2018-07-28,194107
2018-07-29,194237
2018-07-30,194892
2018-07-31,195125
2018-08-01,195741
2018-08-02,196288
2018-08-03,196913
2018-08-05,197737
2018-08-06,198132
2018-08-07,198627
2018-08-08,199344
2018-08-09,200115
2018-08-10,200471
2018-08-11,201088
2018-08-12,201330
2018-08-13,201660
2018-08-14,202396
2018-08-15,202888
2018-08-16,203517
2018-08-17,204057
2018-08-18,204504
2018-08-19,205060
2018-08-20,205648
2018-08-21,205985
2018-08-22,206980
2018-08-23,207266
2018-08-24,207906
2018-08-25,208435
2018-08-27,209194
2018-08-28,209585
2018-08-29,210107
2018-08-30,210707
2018-08-31,211160
2018-09-01,211712
2018-09-02,212067
2018-09-03,212363
2018-09-04,213216
2018-09-05,213483
2018-09-06,214003
2018-09-07,214571
2018-09-08,215336
2018-09-09,215516
2018-09-10,215803
2018-09-11,216552
2018-09-12,217084
2018-09-13,217699
2018-09-14,218339
2018-09-15,219231
2018-09-16,219595
2018-09-17,220167
2018-09-18,220547
2018-09-19,221193
2018-09-20,221856
2018-09-21,222438
2018-09-22,223066
2018-09-23,223488
2018-09-24,223663
2018-09-26,224479
2018-09-27,225161
2018-09-28,225791
2018-09-29,226205
2018-09-30,226712
2018-10-01,227223
2018-10-02,227564
2018-10-03,227769
2018-10-05,228418
2018-10-06,228532
2018-10-07,228923
2018-10-08,229396
2018-10-09,230113
2018-10-10,230718
2018-10-17,235602
2018-10-19,236642
2018-10-20,237584
2018-10-22,238379
2018-10-24,239998
2018-10-25,240839
2018-10-26,241767
2018-10-27,242703
2018-10-28,243234
2018-10-29,243893
2018-10-30,245110
2018-10-31,245740
2018-11-01,246430
2018-11-02,247058
2018-11-03,247640
2018-11-04,248091
2018-11-05,248812
2018-11-06,249472
2018-11-07,250287
2018-11-08,251060
2018-11-09,251676
2018-11-10,252397
2018-11-12,253088
2018-11-13,253851
2018-11-14,254662
2018-11-15,255644
2018-11-16,256211
2018-11-17,257066
2018-11-18,257315
2018-11-19,257942
2018-11-20,258429
2018-11-21,259184
2018-11-22,259976
2018-11-23,260695
2018-11-24,261449
2018-11-25,262225
2018-11-26,262621
2018-11-27,263274
2018-11-28,264050
2018-11-29,264845
2018-11-30,265644
2018-12-01,266747
2018-12-02,267250
2018-12-03,267576
2018-12-04,268483
2018-12-05,269199
2018-12-06,270916
2018-12-07,271963
2018-12-08,272836
2018-12-09,273485
2018-12-10,273742
2018-12-11,274595
2018-12-12,275306
2018-12-13,275931
2018-12-14,276641
2018-12-16,277999
2018-12-17,278180
2018-12-18,278962
2018-12-19,280323
2018-12-20,280455
2018-12-21,281189
2018-12-22,281944
2018-12-23,282558
2018-12-24,282744
2018-12-25,283381
2018-12-26,284012
